state_po,county_fips,county_name,DEMOCRAT,REPUBLICAN,total_votes,dem_margin
IL,17067.0,HANCOCK,2183.0,6708.0,8891.0,-0.5089416263637386
IL,17069.0,HARDIN,357.0,1546.0,1903.0,-0.6248029427220179
IL,17071.0,HENDERSON,1026.0,2369.0,3395.0,-0.39558173784977907
IL,17073.0,HENRY,9226.0,15359.0,24585.0,-0.24946105348789913
IL,17075.0,IROQUOIS,2747.0,10376.0,13123.0,-0.5813457288729711
IL,17077.0,JACKSON,11394.0,10614.0,22008.0,0.03544165757906216
IL,17079.0,JASPER,912.0,4449.0,5361.0,-0.65976496922216
IL,17081.0,JEFFERSON,4240.0,12189.0,16429.0,-0.48383955201168666
IL,17083.0,JERSEY,2816.0,8684.0,11500.0,-0.5102608695652174
IL,17085.0,JODAVIESS,5051.0,7136.0,12187.0,-0.17108394190530893
IL,17087.0,JOHNSON,1241.0,4798.0,6039.0,-0.5890048021195562
IL,17089.0,KANE,120077.0,99260.0,219337.0,0.09490874772610185
IL,17091.0,KANKAKEE,18399.0,28285.0,46684.0,-0.21176420186787764
IL,17093.0,KENDALL,32977.0,31970.0,64947.0,0.01550495019015505
IL,17095.0,KNOX,9838.0,11917.0,21755.0,-0.09556423810618249
IL,17097.0,LAKE,184642.0,120402.0,305044.0,0.21059257025216035
IL,17099.0,LASALLE,21029.0,30717.0,51746.0,-0.1872222007498164
IL,17101.0,LAWRENCE,1283.0,4715.0,5998.0,-0.5721907302434145
IL,17103.0,LEE,6105.0,9680.0,15785.0,-0.2264808362369338
IL,17105.0,LIVINGSTON,4311.0,11970.0,16281.0,-0.47042564953012717
IL,17107.0,LOGAN,3543.0,8757.0,12300.0,-0.42390243902439023
IL,17109.0,MCDONOUGH,4736.0,6987.0,11723.0,-0.1920156956410475
IL,17111.0,MCHENRY,75370.0,83933.0,159303.0,-0.05375291111906241
IL,17113.0,MCLEAN,44495.0,40290.0,84785.0,0.049596037034852866
IL,17115.0,MACON,18009.0,26562.0,44571.0,-0.19189607592380695
IL,17117.0,MACOUPIN,6892.0,16065.0,22957.0,-0.3995731149540445
IL,17119.0,MADISON,56341.0,73925.0,130266.0,-0.13498533769364224
IL,17121.0,MARION,4116.0,12409.0,16525.0,-0.5018456883509833
IL,17123.0,MARSHALL,1913.0,4119.0,6032.0,-0.3657161803713528
IL,17125.0,MASON,1773.0,4464.0,6237.0,-0.4314574314574315
IL,17127.0,MASSAC,1683.0,4939.0,6622.0,-0.49169435215946844
IL,17129.0,MENARD,1834.0,4499.0,6333.0,-0.42081162166429814
IL,17131.0,MERCER,2950.0,5215.0,8165.0,-0.2774035517452541
IL,17133.0,MONROE,6473.0,14055.0,20528.0,-0.36934918160561186
IL,17135.0,MONTGOMERY,3573.0,9378.0,12951.0,-0.448227936066713
IL,17137.0,MORGAN,4848.0,9607.0,14455.0,-0.32922864060878587
IL,17139.0,MOULTRIE,1615.0,4816.0,6431.0,-0.49774529622142744
IL,17141.0,OGLE,8883.0,16450.0,25333.0,-0.2987012987012987
IL,17143.0,PEORIA,40564.0,36896.0,77460.0,0.04735347276013426
IL,17145.0,PERRY,2146.0,6949.0,9095.0,-0.5280923584387026
IL,17147.0,PIATT,3204.0,6104.0,9308.0,-0.3115599484314568
IL,17149.0,PIKE,1302.0,6086.0,7388.0,-0.6475365457498646
IL,17151.0,POPE,416.0,1698.0,2114.0,-0.6064333017975402
IL,17153.0,PULASKI,769.0,1583.0,2352.0,-0.3460884353741497
IL,17155.0,PUTNAM,1254.0,2014.0,3268.0,-0.23255813953488372
IL,17157.0,RANDOLPH,3461.0,10624.0,14085.0,-0.5085552005679801
IL,17159.0,RICHLAND,1747.0,5889.0,7636.0,-0.5424305919329492
IL,17161.0,ROCK ISLAND,34126.0,28061.0,62187.0,0.09752842233907408
IL,17163.0,ST. CLAIR,63433.0,54021.0,117454.0,0.08013349907197712
IL,17165.0,SALINE,2634.0,7830.0,10464.0,-0.49655963302752293
IL,17167.0,SANGAMON,46074.0,50979.0,97053.0,-0.050539396000123644
IL,17169.0,SCHUYLER,961.0,2720.0,3681.0,-0.47785927737027983
IL,17171.0,SCOTT,488.0,2071.0,2559.0,-0.6186010160218836
IL,17173.0,SHELBY,2240.0,9267.0,11507.0,-0.610671765012601
IL,17175.0,STARK,725.0,1983.0,2708.0,-0.46454948301329396
IL,17177.0,STEPHENSON,8278.0,12347.0,20625.0,-0.19728484848484848
IL,17179.0,TAZEWELL,24325.0,42451.0,66776.0,-0.27144483047801604
IL,17181.0,UNION,2285.0,5837.0,8122.0,-0.43733070672248214
IL,17183.0,VERMILION,9254.0,19777.0,29031.0,-0.3624745961213875
IL,17185.0,WABASH,1200.0,4095.0,5295.0,-0.546742209631728
IL,17187.0,WARREN,2711.0,4579.0,7290.0,-0.256241426611797
IL,17189.0,WASHINGTON,1564.0,5892.0,7456.0,-0.5804721030042919
IL,17191.0,WAYNE,1155.0,7019.0,8174.0,-0.7173966234401762
IL,17193.0,WHITE,1390.0,5586.0,6976.0,-0.6014908256880734
IL,17195.0,WHITESIDE,11012.0,14898.0,25910.0,-0.14998070243149364
IL,17197.0,WILL,162874.0,157672.0,320546.0,0.016228560019466785
IL,17199.0,WILLIAMSON,9890.0,22686.0,32576.0,-0.39280451866404714
IL,17201.0,WINNEBAGO,59942.0,59257.0,119199.0,0.005746692505809612
IL,17203.0,WOODFORD,5958.0,14837.0,20795.0,-0.4269776388554941
IN,18001.0,ADAMS,3179.0,10528.0,13707.0,-0.5361494127088349
IN,18003.0,ALLEN,69960.0,90283.0,160243.0,-0.1268261328107936
IN,18005.0,BARTHOLOMEW,12525.0,22220.0,34745.0,-0.27903295438192544
IN,18007.0,BENTON,1010.0,2873.0,3883.0,-0.47978367241823333
IN,18009.0,BLACKFORD,1227.0,3811.0,5038.0,-0.5129019452163557
IN,18011.0,BOONE,16426.0,22840.0,39266.0,-0.16334742525339987
IN,18013.0,BROWN,2832.0,5647.0,8479.0,-0.3319966977237882
IN,18015.0,CARROLL,2120.0,6902.0,9022.0,-0.5300376856572822
IN,18017.0,CASS,3722.0,10285.0,14007.0,-0.46855143856643106
IN,18019.0,CLARK,22810.0,34734.0,57544.0,-0.20721534825524815
IN,18021.0,CLAY,2495.0,9354.0,11849.0,-0.5788674149717276
IN,18023.0,CLINTON,3135.0,9108.0,12243.0,-0.48787061994609165
IN,18025.0,CRAWFORD,1235.0,3668.0,4903.0,-0.4962267999184173
IN,18027.0,DAVIESS,1963.0,9322.0,11285.0,-0.6521045635799734
IN,18029.0,DEARBORN,5335.0,20844.0,26179.0,-0.5924214064708354
IN,18031.0,DECATUR,2406.0,9491.0,11897.0,-0.5955282844414558
IN,18033.0,DEKALB,5064.0,14377.0,19441.0,-0.47903914407695075
IN,18035.0,DELAWARE,18848.0,26067.0,44915.0,-0.16072581542914394
IN,18037.0,DUBOIS,5944.0,14983.0,20927.0,-0.4319300425287906
IN,18039.0,ELKHART,23082.0,45652.0,68734.0,-0.32836732912386885
IN,18041.0,FAYETTE,2084.0,7625.0,9709.0,-0.5707075908950459
IN,18043.0,FLOYD,17025.0,23408.0,40433.0,-0.15786609947320257
IN,18045.0,FOUNTAIN,1526.0,6311.0,7837.0,-0.6105652673216793
IN,18047.0,FRANKLIN,2061.0,9810.0,11871.0,-0.6527672479150872
IN,18049.0,FULTON,2097.0,6633.0,8730.0,-0.5195876288659794
IN,18051.0,GIBSON,3722.0,11896.0,15618.0,-0.5233704699705468
IN,18053.0,GRANT,7083.0,17580.0,24663.0,-0.42561732149373555
IN,18055.0,GREENE,3270.0,11132.0,14402.0,-0.5458964032773226
IN,18057.0,HAMILTON,90394.0,102318.0,192712.0,-0.06187471460002491
IN,18059.0,HANCOCK,14312.0,29288.0,43600.0,-0.3434862385321101
IN,18061.0,HARRISON,5233.0,14830.0,20063.0,-0.47834321886058917
IN,18063.0,HENDRICKS,31917.0,49783.0,81700.0,-0.2186780905752754
IN,18065.0,HENRY,5208.0,15033.0,20241.0,-0.4854009189269305
IN,18067.0,HOWARD,12197.0,25871.0,38068.0,-0.3591993275191762
IN,18069.0,HUNTINGTON,4416.0,12990.0,17406.0,-0.49258876249569117
IN,18071.0,JACKSON,4015.0,14323.0,18338.0,-0.5621114625368088
IN,18073.0,JASPER,3489.0,12082.0,15571.0,-0.5518592254832702
IN,18075.0,JAY,1747.0,6217.0,7964.0,-0.5612757408337519
IN,18077.0,JEFFERSON,4442.0,9614.0,14056.0,-0.36795674445076837
IN,18079.0,JENNINGS,2328.0,9273.0,11601.0,-0.5986552883372123
IN,18081.0,JOHNSON,24880.0,51588.0,76468.0,-0.34927028299419366
IN,18083.0,KNOX,3625.0,11236.0,14861.0,-0.5121458852028801
IN,18085.0,KOSCIUSKO,7995.0,26213.0,34208.0,-0.5325654817586529
IN,18087.0,LAGRANGE,2162.0,8073.0,10235.0,-0.5775280898876405
IN,18089.0,LAKE,109086.0,97270.0,206356.0,0.05726026866192405
IN,18091.0,LAPORTE,20007.0,26726.0,46733.0,-0.1437742066633856
IN,18093.0,LAWRENCE,5010.0,15830.0,20840.0,-0.519193857965451
IN,18095.0,MADISON,19824.0,34837.0,54661.0,-0.2746565192733393
IN,18097.0,MARION,221719.0,124327.0,346046.0,0.2814423515948747
IN,18099.0,MARSHALL,5356.0,13837.0,19193.0,-0.44187985202938573
IN,18101.0,MARTIN,933.0,3961.0,4894.0,-0.6187167960768287
IN,18103.0,MIAMI,3046.0,10670.0,13716.0,-0.5558471857684456
IN,18105.0,MONROE,37213.0,21004.0,58217.0,0.27842382809145094
IN,18107.0,MONTGOMERY,4134.0,12122.0,16256.0,-0.49138779527559057
IN,18109.0,MORGAN,7765.0,26965.0,34730.0,-0.5528361646991073
IN,18111.0,NEWTON,1370.0,5131.0,6501.0,-0.5785263805568374
IN,18113.0,NOBLE,4462.0,14209.0,18671.0,-0.5220395265384822
IN,18115.0,OHIO,666.0,2381.0,3047.0,-0.5628487036429275
IN,18117.0,ORANGE,1988.0,6467.0,8455.0,-0.5297457125960969
IN,18119.0,OWEN,2354.0,7360.0,9714.0,-0.5153386864319539
IN,18121.0,PARKE,1371.0,5158.0,6529.0,-0.5800275693061725
IN,18123.0,PERRY,2970.0,5549.0,8519.0,-0.3027350628007982
IN,18125.0,PIKE,1314.0,4610.0,5924.0,-0.5563808237677245
IN,18127.0,PORTER,37213.0,46109.0,83322.0,-0.10676652024675355
IN,18129.0,POSEY,3572.0,9206.0,12778.0,-0.44091407105963376
IN,18131.0,PULASKI,1280.0,4372.0,5652.0,-0.5470629865534324
IN,18133.0,PUTNAM,3871.0,12566.0,16437.0,-0.5289894749650179
IN,18135.0,RANDOLPH,2349.0,8008.0,10357.0,-0.5463937433619774
IN,18137.0,RIPLEY,2682.0,11526.0,14208.0,-0.6224662162162162
IN,18139.0,RUSH,1675.0,5812.0,7487.0,-0.5525577667957794
IN,18141.0,ST. JOSEPH,55215.0,53585.0,108800.0,0.014981617647058824
IN,18143.0,SCOTT,2389.0,7633.0,10022.0,-0.5232488525244462
IN,18145.0,SHELBY,4955.0,14438.0,19393.0,-0.4889908729954107
IN,18147.0,SPENCER,2853.0,7364.0,10217.0,-0.4415190368992855
IN,18149.0,STARKE,2436.0,7889.0,10325.0,-0.528135593220339
IN,18151.0,STEUBEN,4598.0,11487.0,16085.0,-0.42828722412185266
IN,18153.0,SULLIVAN,2006.0,6639.0,8645.0,-0.5359167148640833
IN,18155.0,SWITZERLAND,873.0,3319.0,4192.0,-0.5834923664122137
IN,18157.0,TIPPECANOE,32683.0,32783.0,65466.0,-0.0015275104634466746
IN,18159.0,TIPTON,1893.0,5946.0,7839.0,-0.5170302334481439
IN,18161.0,UNION,746.0,2698.0,3444.0,-0.5667828106852497
IN,18163.0,VANDERBURGH,31727.0,41056.0,72783.0,-0.12817553549592625
IN,18165.0,VERMILLION,1928.0,5174.0,7102.0,-0.4570543508870741
IN,18167.0,VIGO,16338.0,23738.0,40076.0,-0.18464916658349137
IN,18169.0,WABASH,3335.0,10425.0,13760.0,-0.5152616279069767
IN,18171.0,WARREN,898.0,3402.0,4300.0,-0.5823255813953488
IN,18173.0,WARRICK,11292.0,21280.0,32572.0,-0.3066437430922265
IN,18175.0,WASHINGTON,2764.0,9739.0,12503.0,-0.557866112133088
IN,18177.0,WAYNE,8828.0,17526.0,26354.0,-0.3300447749867193
IN,18179.0,WELLS,2850.0,11006.0,13856.0,-0.5886258660508084
IN,18181.0,WHITE,2945.0,7969.0,10914.0,-0.4603261865493861
IN,18183.0,WHITLEY,4275.0,13122.0,17397.0,-0.5085359544749095
KS,20001.0,ALLEN,1445.0,4029.0,5474.0,-0.4720496894409938
KS,20003.0,ANDERSON,732.0,2998.0,3730.0,-0.6075067024128686
KS,20005.0,ATCHISON,2201.0,4911.0,7112.0,-0.3810461192350956
KS,20007.0,BARBER,288.0,1854.0,2142.0,-0.7310924369747899
KS,20009.0,BARTON,2207.0,8205.0,10412.0,-0.5760660776027661
KS,20011.0,BOURBON,1444.0,5003.0,6447.0,-0.5520397083915
KS,20013.0,BROWN,1065.0,3106.0,4171.0,-0.4893310956605131
KS,20015.0,BUTLER,9150.0,22426.0,31576.0,-0.42044590828477324
KS,20017.0,CHASE,348.0,1090.0,1438.0,-0.5159944367176634
KS,20019.0,CHAUTAUQUA,211.0,1299.0,1510.0,-0.7205298013245033
KS,20021.0,CHEROKEE,1970.0,6584.0,8554.0,-0.5393967734393267
KS,20023.0,CHEYENNE,206.0,1185.0,1391.0,-0.7038102084831057
KS,20025.0,CLARK,129.0,867.0,996.0,-0.7409638554216867
KS,20027.0,CLAY,867.0,3150.0,4017.0,-0.5683345780433159
KS,20029.0,CLOUD,767.0,3218.0,3985.0,-0.6150564617314931
KS,20031.0,COFFEY,934.0,3371.0,4305.0,-0.5660859465737514
KS,20033.0,COMANCHE,130.0,727.0,857.0,-0.6966161026837806
KS,20035.0,COWLEY,3919.0,9360.0,13279.0,-0.4097447096919949
KS,20037.0,CRAWFORD,5956.0,10084.0,16040.0,-0.257356608478803
KS,20039.0,DECATUR,215.0,1217.0,1432.0,-0.6997206703910615
KS,20041.0,DICKINSON,1989.0,7014.0,9003.0,-0.5581472842385872
KS,20043.0,DONIPHAN,626.0,2899.0,3525.0,-0.644822695035461
KS,20045.0,DOUGLAS,39582.0,17523.0,57105.0,0.3862884160756501
KS,20047.0,EDWARDS,213.0,1042.0,1255.0,-0.6605577689243027
KS,20049.0,ELK,191.0,1123.0,1314.0,-0.7092846270928462
KS,20051.0,ELLIS,3511.0,9743.0,13254.0,-0.4701976761732307
KS,20053.0,ELLSWORTH,636.0,2078.0,2714.0,-0.5313190862196021
KS,20055.0,FINNEY,3425.0,7166.0,10591.0,-0.35322443584175245
KS,20057.0,FORD,2461.0,5616.0,8077.0,-0.3906153274730717
KS,20059.0,FRANKLIN,3676.0,8773.0,12449.0,-0.4094304763434814
KS,20061.0,GEARY,3674.0,5288.0,8962.0,-0.18009372907833074
KS,20063.0,GOVE,150.0,1227.0,1377.0,-0.7821350762527233
KS,20065.0,GRAHAM,210.0,1055.0,1265.0,-0.6679841897233202
KS,20067.0,GRANT,395.0,1793.0,2188.0,-0.6389396709323584
KS,20069.0,GRAY,324.0,1837.0,2161.0,-0.7001388246182323
KS,20071.0,GREELEY,75.0,510.0,585.0,-0.7435897435897436
KS,20073.0,GREENWOOD,541.0,2299.0,2840.0,-0.6190140845070422
KS,20075.0,HAMILTON,131.0,671.0,802.0,-0.6733167082294265
KS,20077.0,HARPER,437.0,2072.0,2509.0,-0.6516540454364289
KS,20079.0,HARVEY,6202.0,9591.0,15793.0,-0.21458874184765403
KS,20081.0,HASKELL,221.0,1045.0,1266.0,-0.65086887835703
KS,20083.0,HODGEMAN,136.0,817.0,953.0,-0.7145855194123819
KS,20085.0,JACKSON,1799.0,4557.0,6356.0,-0.43392070484581496
KS,20087.0,JEFFERSON,3030.0,6694.0,9724.0,-0.376799670917318
KS,20089.0,JEWELL,176.0,1370.0,1546.0,-0.7723156532988357
KS,20091.0,JOHNSON,183451.0,154247.0,337698.0,0.08647963565078857
KS,20093.0,KEARNY,192.0,1082.0,1274.0,-0.6985871271585558
KS,20095.0,KINGMAN,753.0,3119.0,3872.0,-0.6110537190082644
KS,20097.0,KIOWA,151.0,941.0,1092.0,-0.7234432234432234
KS,20099.0,LABETTE,2385.0,5410.0,7795.0,-0.3880692751763951
KS,20101.0,LANE,111.0,709.0,820.0,-0.7292682926829268
KS,20103.0,LEAVENWORTH,13732.0,22055.0,35787.0,-0.23257048648950737
KS,20105.0,LINCOLN,250.0,1233.0,1483.0,-0.6628455832771409
KS,20107.0,LINN,854.0,4093.0,4947.0,-0.6547402466141096
KS,20109.0,LOGAN,183.0,1186.0,1369.0,-0.7326515704894083
KS,20111.0,LYON,5515.0,7462.0,12977.0,-0.15003467673576326
KS,20113.0,MCPHERSON,4021.0,9816.0,13837.0,-0.4188046541880465
KS,20115.0,MARION,1429.0,4312.0,5741.0,-0.5021773210242119
KS,20117.0,MARSHALL,1205.0,3644.0,4849.0,-0.5029903072798515
KS,20119.0,MEADE,247.0,1427.0,1674.0,-0.7048984468339307
KS,20121.0,MIAMI,5472.0,12854.0,18326.0,-0.40281567172323474
KS,20123.0,MITCHELL,528.0,2608.0,3136.0,-0.6632653061224489
KS,20125.0,MONTGOMERY,2934.0,9287.0,12221.0,-0.5198428933802471
KS,20127.0,MORRIS,721.0,2021.0,2742.0,-0.47410649161196206
KS,20129.0,MORTON,131.0,909.0,1040.0,-0.7480769230769231
KS,20131.0,NEMAHA,888.0,4655.0,5543.0,-0.6795958867039509
KS,20133.0,NEOSHO,1696.0,4961.0,6657.0,-0.4904611686946072
KS,20135.0,NESS,129.0,1205.0,1334.0,-0.8065967016491754
KS,20137.0,NORTON,346.0,1882.0,2228.0,-0.6894075403949731
KS,20139.0,OSAGE,1946.0,5736.0,7682.0,-0.4933611038791981
KS,20141.0,OSBORNE,261.0,1477.0,1738.0,-0.6996547756041427
KS,20143.0,OTTAWA,476.0,2475.0,2951.0,-0.677397492375466
KS,20145.0,PAWNEE,625.0,2003.0,2628.0,-0.5243531202435312
KS,20147.0,PHILLIPS,331.0,2356.0,2687.0,-0.753628582061779
KS,20149.0,POTTAWATOMIE,3394.0,9811.0,13205.0,-0.4859522907989398
KS,20151.0,PRATT,954.0,3054.0,4008.0,-0.5239520958083832
KS,20153.0,RAWLINS,176.0,1194.0,1370.0,-0.743065693430657
KS,20155.0,RENO,8554.0,17847.0,26401.0,-0.35199424264232415
KS,20157.0,REPUBLIC,396.0,2001.0,2397.0,-0.6695869837296621
KS,20159.0,RICE,825.0,3073.0,3898.0,-0.5767060030785018
KS,20161.0,RILEY,12063.0,11630.0,23693.0,0.018275440003376525
KS,20163.0,ROOKS,349.0,2153.0,2502.0,-0.7210231814548361
KS,20165.0,RUSH,264.0,1315.0,1579.0,-0.6656111462951235
KS,20167.0,RUSSELL,608.0,2632.0,3240.0,-0.6246913580246913
KS,20169.0,SALINE,7734.0,15069.0,22803.0,-0.3216682015524273
KS,20171.0,SCOTT,248.0,1843.0,2091.0,-0.7627929220468675
KS,20173.0,SEDGWICK,90506.0,120118.0,210624.0,-0.14059176542084473
KS,20175.0,SEWARD,1354.0,3133.0,4487.0,-0.3964787162915088
KS,20177.0,SHAWNEE,40308.0,39901.0,80209.0,0.005074243538755002
KS,20179.0,SHERIDAN,126.0,1229.0,1355.0,-0.8140221402214022
KS,20181.0,SHERMAN,379.0,2161.0,2540.0,-0.7015748031496063
KS,20183.0,SMITH,300.0,1675.0,1975.0,-0.6962025316455697
KS,20185.0,STAFFORD,326.0,1548.0,1874.0,-0.6520811099252934
KS,20187.0,STANTON,115.0,537.0,652.0,-0.647239263803681
KS,20189.0,STEVENS,210.0,1595.0,1805.0,-0.7673130193905817
KS,20191.0,SUMNER,2527.0,7810.0,10337.0,-0.5110767147141337
KS,20193.0,THOMAS,597.0,3007.0,3604.0,-0.6687014428412874
KS,20195.0,TREGO,216.0,1343.0,1559.0,-0.7228992944194996
KS,20197.0,WABAUNSEE,944.0,2816.0,3760.0,-0.4978723404255319
KS,20199.0,WALLACE,52.0,686.0,738.0,-0.8590785907859079
KS,20201.0,WASHINGTON,396.0,2263.0,2659.0,-0.7021436630312148
KS,20203.0,WICHITA,107.0,740.0,847.0,-0.7473435655253837
KS,20205.0,WILSON,647.0,2894.0,3541.0,-0.6345665066365433
KS,20207.0,WOODSON,282.0,1205.0,1487.0,-0.620712844653665
KS,20209.0,WYANDOTTE,30938.0,18867.0,49805.0,0.24236522437506275
KY,21001.0,ADAIR,1257.0,7643.0,8900.0,-0.7175280898876405
KY,21003.0,ALLEN,1505.0,7824.0,9329.0,-0.6773501983063566
KY,21005.0,ANDERSON,3226.0,9650.0,12876.0,-0.4989127058092575
KY,21007.0,BALLARD,697.0,3331.0,4028.0,-0.653922542204568
KY,21009.0,BARREN,4565.0,15019.0,19584.0,-0.5338031045751634
KY,21011.0,BATH,1278.0,4041.0,5319.0,-0.5194585448392555
KY,21013.0,BELL,1419.0,7831.0,9250.0,-0.6931891891891891
KY,21015.0,BOONE,20601.0,45650.0,66251.0,-0.37809240615235995
KY,21017.0,BOURBON,3088.0,6284.0,9372.0,-0.34101579172001706
KY,21019.0,BOYD,6291.0,14363.0,20654.0,-0.3908201801103902
KY,21021.0,BOYLE,4990.0,9159.0,14149.0,-0.29464979857233725
KY,21023.0,BRACKEN,702.0,3399.0,4101.0,-0.6576444769568398
KY,21025.0,BREATHITT,1002.0,4036.0,5038.0,-0.6022231044065105
KY,21027.0,BRECKINRIDGE,2038.0,7882.0,9920.0,-0.5891129032258065
KY,21029.0,BULLITT,10280.0,32299.0,42579.0,-0.5171328589210644
KY,21031.0,BUTLER,965.0,4905.0,5870.0,-0.6712095400340715
KY,21033.0,CALDWELL,1256.0,4860.0,6116.0,-0.5892740353172008
KY,21035.0,CALLOWAY,5111.0,11539.0,16650.0,-0.3860660660660661
KY,21037.0,CAMPBELL,18952.0,28450.0,47402.0,-0.20037129235053372
KY,21039.0,CARLISLE,408.0,2182.0,2590.0,-0.684942084942085
KY,21041.0,CARROLL,963.0,3014.0,3977.0,-0.5157153633392004
KY,21043.0,CARTER,2305.0,8981.0,11286.0,-0.5915293283714337
KY,21045.0,CASEY,804.0,6216.0,7020.0,-0.770940170940171
KY,21047.0,CHRISTIAN,7055.0,14332.0,21387.0,-0.34025342497779026
KY,21049.0,CLARK,5639.0,11950.0,17589.0,-0.35880379782818805
KY,21051.0,CLAY,692.0,6729.0,7421.0,-0.8135022234200242
KY,21053.0,CLINTON,549.0,4276.0,4825.0,-0.7724352331606218
KY,21055.0,CRITTENDEN,608.0,3349.0,3957.0,-0.6926964872378064
KY,21057.0,CUMBERLAND,483.0,2922.0,3405.0,-0.7162995594713656
KY,21059.0,DAVIESS,15673.0,30705.0,46378.0,-0.32411919444564236
KY,21061.0,EDMONSON,1118.0,5048.0,6166.0,-0.6373662017515407
KY,21063.0,ELLIOTT,532.0,2335.0,2867.0,-0.6288803627485177
KY,21065.0,ESTILL,1114.0,5091.0,6205.0,-0.6409347300564061
KY,21067.0,FAYETTE,83387.0,57347.0,140734.0,0.1850299145906462
KY,21069.0,FLEMING,1334.0,5578.0,6912.0,-0.6140046296296297
KY,21071.0,FLOYD,3061.0,12326.0,15387.0,-0.6021316695912133
KY,21073.0,FRANKLIN,11996.0,13246.0,25242.0,-0.049520640202836544
KY,21075.0,FULTON,636.0,1491.0,2127.0,-0.4019746121297602
KY,21077.0,GALLATIN,761.0,3109.0,3870.0,-0.60671834625323
KY,21079.0,GARRARD,1719.0,7086.0,8805.0,-0.6095400340715502
KY,21081.0,GRANT,1944.0,9372.0,11316.0,-0.6564156945917285
KY,21083.0,GRAVES,3105.0,13378.0,16483.0,-0.6232481951101134
KY,21085.0,GRAYSON,2235.0,9710.0,11945.0,-0.6257848472164086
KY,21087.0,GREEN,782.0,5033.0,5815.0,-0.7310404127257094
KY,21089.0,GREENUP,4181.0,12961.0,17142.0,-0.5121922762804807
KY,21091.0,HANCOCK,1173.0,3375.0,4548.0,-0.4841688654353562
KY,21093.0,HARDIN,16572.0,30672.0,47244.0,-0.2984505969011938
KY,21095.0,HARLAN,1199.0,9109.0,10308.0,-0.7673651532790066
KY,21097.0,HARRISON,2265.0,6639.0,8904.0,-0.4912398921832884
KY,21099.0,HART,1642.0,6691.0,8333.0,-0.6059042361694468
KY,21101.0,HENDERSON,6837.0,12592.0,19429.0,-0.29620670132276494
KY,21103.0,HENRY,1857.0,6093.0,7950.0,-0.5328301886792453
KY,21105.0,HICKMAN,394.0,1656.0,2050.0,-0.615609756097561
KY,21107.0,HOPKINS,4916.0,15361.0,20277.0,-0.5151156482714405
KY,21109.0,JACKSON,506.0,5358.0,5864.0,-0.8274215552523875
KY,21111.0,JEFFERSON,203070.0,144553.0,347623.0,0.16833466140042516
KY,21113.0,JESSAMINE,8303.0,17854.0,26157.0,-0.3651412623771839
KY,21115.0,JOHNSON,1350.0,8150.0,9500.0,-0.7157894736842105
KY,21117.0,KENTON,30859.0,48444.0,79303.0,-0.22174444850762265
KY,21119.0,KNOTT,1181.0,4732.0,5913.0,-0.6005411804498563
KY,21121.0,KNOX,1821.0,11178.0,12999.0,-0.7198246018924532
KY,21123.0,LARUE,1389.0,5773.0,7162.0,-0.6121195196872382
KY,21125.0,LAUREL,4037.0,23516.0,27553.0,-0.7069647588284398
KY,21127.0,LAWRENCE,1044.0,5464.0,6508.0,-0.6791641057160418
KY,21129.0,LEE,406.0,2227.0,2633.0,-0.6916065324724648
KY,21131.0,LESLIE,382.0,3908.0,4290.0,-0.8219114219114219
KY,21133.0,LETCHER,1457.0,6848.0,8305.0,-0.6491270319084889
KY,21135.0,LEWIS,666.0,4997.0,5663.0,-0.7647889811054212
KY,21137.0,LINCOLN,2080.0,8833.0,10913.0,-0.6188032621643911
KY,21139.0,LIVINGSTON,886.0,4021.0,4907.0,-0.6388832280415733
KY,21141.0,LOGAN,2734.0,9620.0,12354.0,-0.5573903189250445
KY,21143.0,LYON,950.0,3187.0,4137.0,-0.5407299975827895
KY,21145.0,MCCRACKEN,10191.0,21349.0,31540.0,-0.35377298668357643
KY,21147.0,MCCREARY,641.0,5531.0,6172.0,-0.7922877511341543
KY,21149.0,MCLEAN,989.0,3578.0,4567.0,-0.5668929275235385
KY,21151.0,MADISON,15180.0,29130.0,44310.0,-0.3148273527420447
KY,21153.0,MAGOFFIN,909.0,4288.0,5197.0,-0.6501827977679431
KY,21155.0,MARION,2513.0,6473.0,8986.0,-0.44068551079456936
KY,21157.0,MARSHALL,3700.0,13677.0,17377.0,-0.5741497381596363
KY,21159.0,MARTIN,287.0,3343.0,3630.0,-0.8418732782369146
KY,21161.0,MASON,2170.0,5621.0,7791.0,-0.44294699011680144
KY,21163.0,MEADE,3279.0,10630.0,13909.0,-0.5285067222661586
KY,21165.0,MENIFEE,664.0,2563.0,3227.0,-0.5884722652618531
KY,21167.0,MERCER,2838.0,8826.0,11664.0,-0.5133744855967078
KY,21169.0,METCALFE,884.0,4197.0,5081.0,-0.6520370005904349
KY,21171.0,MONROE,576.0,4679.0,5255.0,-0.7807802093244529
KY,21173.0,MONTGOMERY,3329.0,9302.0,12631.0,-0.4728841738579685
KY,21175.0,MORGAN,939.0,4353.0,5292.0,-0.645124716553288
KY,21177.0,MUHLENBERG,3048.0,10491.0,13539.0,-0.5497451805894084
KY,21179.0,NELSON,6515.0,16052.0,22567.0,-0.42260823326095626
KY,21181.0,NICHOLAS,824.0,2451.0,3275.0,-0.496793893129771
KY,21183.0,OHIO,2094.0,8679.0,10773.0,-0.6112503480924534
KY,21185.0,OLDHAM,14402.0,23025.0,37427.0,-0.23039516926283166
